urb/no urb,State,County,Fips,Difference in Urban Land 2010-2060,Difference in Urban Tree Cover 2010-2060,Urban Tree Cover Change Index,Difference in Temperature Celsius 2010-2060,Temperature Change Index,Difference in Precipitation mm/year 2010-2060,Absolute Precipitation Change Index,Difference in Aridity 2010-2060,Aridity Change Index,Flood Risk Index,Difference in Sea Level Rise % inundation 2010-2060,Sea Level Rise Index,Wildfire Change Index,Hurricane Threat Index,Tornado Risk Index,Ice Storm Risk Index,Pest Index,CTI
0,Illinois,Jo Daviess County,17085,0.952677454,-10.22029034,0.292686666,2.829267068,0.806837269,59.10394614,0.176719299,0.157248547,0.388148599,0.095841526,0,0,0.000772556,0.010636232,0.041666667,0.206896552,0.5,0.509764394
1,Illinois,Johnson County,17087,0.374944271,-999,,-999,,-999,,-999,,,-999,,,0.080628486,0.125,0.137931034,0.333333333,
0,Illinois,Kane County,17089,35.82477328,-13.28117449,0.380343666,2.696863641,0.769079073,71.74651035,0.214520245,0.204613965,0.505064278,0.054606735,0,0,0.000205821,0.02242116,0.095238095,0.137931034,0.388888889,0.51949234
0,Illinois,Kankakee County,17091,15.09036913,-14.39681822,0.412293251,2.525150397,0.720110686,67.20056186,0.200927974,0.224896116,0.555128262,0.056559057,0,0,0.00037659,0.029196284,0.291666667,0.103448276,0.444444444,0.569221164
0,Illinois,Kendall County,17093,30.75248498,-14.71039231,0.421273324,2.668501894,0.760991001,65.45122746,0.195697509,0.214299842,0.528972669,0.053778694,0,0,0.000135206,0.024136951,0.095238095,0.068965517,0.388888889,0.51337948
0,Illinois,Knox County,17095,9.479658702,-13.07794467,0.37452361,2.742852433,0.782193943,63.23618394,0.189074585,0.181724444,0.448564325,0.032748918,0,0,8.00826E-06,0.020592651,0.113095238,0.275862069,0.444444444,0.542310285
0,Illinois,Lake County,17097,16.44184085,-13.67524394,0.391628949,2.638361997,0.752395845,64.29147889,0.19222989,0.191014051,0.471494571,0.113488064,0,0,0.000340639,0.020648109,0.172619048,0.137931034,0.611111111,0.579281266
0,Illinois,LaSalle County,17099,10.62405462,-14.38220254,0.41187469,2.646387015,0.754684383,55.56314323,0.166132388,0.202358877,0.499497872,0.092762165,0,0,0.000166078,0.023649234,0.30952381,0.068965517,0.388888889,0.5493973
0,Illinois,Lawrence County,17101,1.907921451,-14.71478365,0.421399083,2.649261595,0.755504142,141.1197502,0.421944471,0.144606844,0.356944119,0.191908978,0,0,0.000443245,0.066974468,0.089285714,0.068965517,0.222222222,0.525012914
0,Illinois,Lee County,17103,1.897302398,-18.15709231,0.519979242,2.744156744,0.782565901,62.54807775,0.187017165,0.184692135,0.455889704,0.060308824,0,0,0.000167823,0.021615536,0.119047619,0.137931034,0.444444444,0.551990873
0,Illinois,Livingston County,17105,1.622199021,-13.77364926,0.394447061,2.592971694,0.739451649,58.72896106,0.175598103,0.217413521,0.536658401,0.043259191,0,0,0.000147589,0.028454297,0.18452381,0.068965517,0.388888889,0.517893491
0,Illinois,Logan County,17107,2.717296547,-17.28021612,0.494867434,2.690410215,0.767238715,48.88319487,0.146159512,0.204557556,0.50492504,0.101851435,0,0,0.000343875,0.03234393,0.25,0.137931034,0.277777778,0.5488499
0,Illinois,McDonough County,17109,3.928117388,-14.91931133,0.427256306,2.822237675,0.804832659,51.67824839,0.154516651,0.180196638,0.444793126,0.027004938,0,0,6.84709E-05,0.02223088,0.166666667,0.344827586,0.277777778,0.540058457
0,Illinois,McHenry County,17111,33.43266932,-15.07431508,0.431695273,2.6875336,0.766418375,61.62637789,0.184261306,0.169513126,0.418422195,0.089901368,0,0,0.000417295,0.019138386,0.160714286,0.137931034,0.5,0.547931745
0,Illinois,McLean County,17113,13.27838123,-14.36519304,0.411387576,2.666433843,0.760401244,50.89656471,0.152179437,0.214202129,0.528731476,0.035353163,0,0,7.52449E-05,0.030305821,0.398809524,0.310344828,0.333333333,0.598908506
0,Illinois,Macon County,17115,24.06685988,-13.76782975,0.394280403,2.721013231,0.775965941,71.86892553,0.214886263,0.213134588,0.526096383,0.115292388,0,0,6.47383E-05,0.039186786,0.255952381,0.068965517,0.333333333,0.550991015
0,Illinois,Macoupin County,17117,1.901937563,-13.90691966,0.398263633,2.498619303,0.712544671,90.48918408,0.270560364,0.145892843,0.360118448,0.010924611,0,0,0.000305297,0.040230585,0.166666667,0.137931034,0.222222222,0.469221639
0,Illinois,Madison County,17119,33.05617819,-14.67676719,0.420310375,2.396800576,0.683508479,108.1882127,0.32348001,0.141901902,0.350267304,0.320950129,0,0,0.000439809,0.047995537,0.369047619,0.103448276,0.277777778,0.586024587
0,Illinois,Marion County,17121,5.787179548,-13.5764993,0.388801119,2.390413136,0.681686938,111.2634339,0.332674843,0.141440082,0.349127358,0.045748258,0,0,0.000131658,0.062536142,0.148809524,0.068965517,0.333333333,0.487840107
1,Illinois,Marshall County,17123,0.375702807,-999,,-999,,-999,,-999,,,-999,,,0.022383072,0.06547619,0.24137931,0.388888889,
0,Illinois,Mason County,17125,0.374692083,-12.36144866,0.354004738,2.756448022,0.78607107,44.39949873,0.132753374,0.196165393,0.484210024,0.054089338,0,0,3.98454E-05,0.027476319,0.202380952,0.206896552,0.333333333,0.522113074
0,Illinois,Massac County,17127,2.703860271,-12.89046879,0.369154712,2.869572488,0.818331381,179.5979782,0.536993396,0.120662514,0.297840501,0.248599648,0,0,0.002274519,0.097327828,0.125,0.137931034,0.333333333,0.600094766
0,Illinois,Menard County,17129,0.57043479,-15.38443369,0.440576389,2.729203386,0.778301571,39.04965482,0.116757477,0.194249454,0.479480763,0.123401977,0,0,0.000146145,0.030181131,0.029761905,0.103448276,0.277777778,0.481371223
0,Illinois,Mercer County,17131,0.376363053,-11.76875017,0.337031155,2.669863311,0.761379244,57.2397886,0.171145515,0.166824228,0.411784984,0.004744172,0,0,0.000125018,0.018497572,0.202380952,0.275862069,0.444444444,0.531445772
0,Illinois,Monroe County,17133,9.414382998,-13.86636039,0.397102104,2.40494251,0.685830358,107.9387147,0.322734017,0.145935607,0.360224006,0.132616927,0,0,0.000961133,0.055521907,0.166666667,0.103448276,0.277777778,0.506260617
0,Illinois,Montgomery County,17135,3.93324169,-16.67872218,0.477641969,2.543436398,0.725325403,93.31732404,0.27901643,0.148164368,0.365725426,0.014896966,0,0,0.000258857,0.04520334,0.244047619,0.068965517,0.222222222,0.49420943
0,Illinois,Morgan County,17137,4.984546539,-15.84959797,0.453897672,2.760262371,0.787158829,41.6584051,0.124557574,0.204962727,0.505925154,0.071301426,0,0,0.000195643,0.032315953,0.154761905,0.068965517,0.277777778,0.50099637
0,Illinois,Moultrie County,17139,1.1517635,-13.31309215,0.381257717,2.644534128,0.754155985,83.47385511,0.249584708,0.169885619,0.41934165,0.023949686,0,0,5.57928E-06,0.045944423,0.041666667,0.034482759,0.222222222,0.439456224
0,Illinois,Ogle County,17141,6.559764552,-16.35654555,0.468415538,2.760143428,0.787124909,59.42767487,0.17768724,0.169425321,0.41820546,0.103539627,0,0,0.000132119,0.018945899,0.119047619,0.137931034,0.5,0.552407986
0,Illinois,Peoria County,17143,27.55231196,-20.6661465,0.591833043,2.713318394,0.773771563,50.94986885,0.152338815,0.183939271,0.454031351,0.07244129,0,0,0.000174303,0.02152832,0.119047619,0.24137931,0.444444444,0.580717956
0,Illinois,Perry County,17145,2.759855385,-18.35944066,0.525774054,2.474990232,0.705806242,115.6005338,0.345642662,0.126041569,0.311118031,0.027346679,0,0,0.000806381,0.07267902,0.160714286,0.103448276,0.277777778,0.511970775
0,Illinois,Piatt County,17147,0.762353477,-11.38396495,0.326011751,2.667528523,0.76071342,82.43068653,0.246465661,0.226178728,0.558294229,0.203293023,0,0,0.000104463,0.039088291,0.095238095,0.103448276,0.333333333,0.539252504
0,Illinois,Pike County,17149,0.375426044,-12.03794551,0.344740318,2.817413264,0.803456856,47.16047046,0.14100861,0.214415287,0.529257631,0.026963848,0,0,0.000176002,0.028976311,0.142857143,0.137931034,0.222222222,0.48091744
1,Illinois,Pope County,17151,0.374359084,-999,,-999,,-999,,-999,,,-999,,,0.081649672,0.130952381,0.137931034,0.333333333,
1,Illinois,Pulaski County,17153,0.375502165,-999,,-999,,-999,,-999,,,-999,,,0.096533583,0.095238095,0.137931034,0.333333333,
1,Illinois,Putnam County,17155,0.377336709,-999,,-999,,-999,,-999,,,-999,,,0.021963689,0.077380952,0.310344828,0.333333333,
0,Illinois,Randolph County,17157,5.001083959,-11.63668542,0.333249111,2.439114869,0.695575473,112.4374109,0.336185005,0.13144331,0.324451563,0.022535274,0,0,0.000281471,0.066322078,0.226190476,0.068965517,0.222222222,0.464409745
0,Illinois,Richland County,17159,3.926823947,-16.27786852,0.4661624,2.564138531,0.731229141,125.7230221,0.375908645,0.151945595,0.375058917,0.03949576,0,0,0.000199071,0.067127704,0.077380952,0.068965517,0.222222222,0.49025434
0,Illinois,Rock Island County,17161,30.86325175,-16.73269877,0.479187739,2.692614257,0.767867253,68.4781294,0.204747869,0.167989359,0.414660965,0.229402831,0,0,0.000304587,0.017078713,0.18452381,0.275862069,0.444444444,0.610470039
0,Illinois,St. Clair County,17163,33.93061112,-15.01696344,0.430052848,2.375498162,0.677433555,107.4169159,0.321173852,0.140219058,0.346113412,0.364478873,0,0,0.000548775,0.056524337,0.261904762,0.103448276,0.277777778,0.574339626
0,Illinois,Saline County,17165,6.683582216,-15.6071404,0.44695422,2.699990214,0.769970694,143.9923036,0.430533333,0.113970676,0.281322525,0.270775655,0,0,0.001189462,0.083700016,0.107142857,0.172413793,0.388888889,0.597284229
0,Illinois,Sangamon County,17167,24.06139847,-16.31982504,0.467363943,2.71049706,0.772966988,57.60667936,0.172242509,0.189523001,0.467814098,0.109150703,0,0,0.000190314,0.035548714,0.386904762,0.068965517,0.333333333,0.56928779
0,Illinois,Schuyler County,17169,0.37577886,-11.1260807,0.318626513,2.872644266,0.819207377,49.75230517,0.14875813,0.202444726,0.49970978,0,0,0,0,0.022620487,0.095238095,0.275862069,0.222222222,0.48590437
1,Illinois,Scott County,17171,0.375829058,-999,,-999,,-999,,-999,,,-999,,,0.031270933,0.071428571,0.068965517,0.222222222,
0,Illinois,Shelby County,17173,0.375772832,-12.00449489,0.343782366,2.642652869,0.753619496,79.56381576,0.23789379,0.160622014,0.396475585,0.024101235,0,0,6.48618E-05,0.047829594,0.119047619,0.068965517,0.277777778,0.459065676
1,Illinois,Stark County,17175,0.375561441,-999,,-999,,-999,,-999,,,-999,,,0.021519463,0.041666667,0.310344828,0.388888889,
0,Illinois,Stephenson County,17177,6.687765174,-12.09614447,0.346407009,2.772206127,0.790564894,50.10237492,0.149804829,0.166406517,0.410753917,0.17661762,0,0,0.000200259,0.014508776,0.035714286,0.206896552,0.5,0.532269624
0,Illinois,Tazewell County,17179,23.71585712,-19.39119793,0.555321316,2.704369298,0.771219501,49.62438492,0.148375651,0.1981985,0.489228497,0.102988918,0,0,0.000242922,0.025437896,0.333333333,0.310344828,0.388888889,0.632174012
0,Illinois,Union County,17181,1.153623894,-18.86705428,0.540310993,2.81392708,0.802462682,132.6265429,0.396549997,0.126232976,0.311590497,0.0003577,0,0,0.003074785,0.072329502,0.136904762,0.137931034,0.388888889,0.564417096
0,Illinois,Vermilion County,17183,10.62331406,-13.29770771,0.380817141,2.570296294,0.732985183,120.686899,0.360850765,0.228969655,0.565183287,0.07792616,0,0,0.000343754,0.041555255,0.202380952,0.103448276,0.388888889,0.577358155
0,Illinois,Wabash County,17185,3.93675299,-14.49329701,0.415056192,2.631895684,0.750551812,147.8505055,0.442069259,0.137032773,0.33824846,0.146641631,0,0,0.000206874,0.072334606,0.136904762,0.137931034,0.222222222,0.538479083
0,Illinois,Warren County,17187,0.569120676,-11.30579815,0.323773226,2.699524064,0.76983776,57.7133484,0.172561447,0.176469965,0.435594293,0.006061497,0,0,2.29653E-06,0.020725094,0.130952381,0.310344828,0.388888889,0.517559178
0,Illinois,Washington County,17189,0.376389328,-10.68694633,0.306050669,2.365955151,0.674712123,111.2041408,0.332497559,0.134031868,0.330841098,0.048778733,0,0,6.92244E-05,0.065803995,0.178571429,0.068965517,0.277777778,0.462000685
0,Illinois,Wayne County,17191,0.375488623,-10.2180813,0.292623404,2.503610559,0.713968055,128.805994,0.385126653,0.146058991,0.360528564,0.082588493,0,0,6.58866E-06,0.072409218,0.220238095,0.137931034,0.277777778,0.514415113
0,Illinois,White County,17193,0.374991534,-11.89286809,0.340585619,2.609802932,0.744251504,143.717445,0.429711513,0.112194895,0.276939229,0.097891711,0,0,8.92326E-05,0.081983337,0.125,0.137931034,0.277777778,0.508137244
0,Illinois,Whiteside County,17195,6.699113664,-12.93565663,0.370448793,2.712264183,0.773470928,62.46882803,0.18678021,0.188510642,0.465315216,0.157155486,0,0,7.31887E-05,0.018458085,0.166666667,0.24137931,0.444444444,0.571252133
0,Illinois,Will County,17197,35.62441696,-12.03255316,0.344585893,2.614345654,0.745546976,67.34004057,0.201345012,0.218956075,0.540466003,0.067092459,0,0,0.000403358,0.026774958,0.399140212,0.103448276,0.444444444,0.581174589
0,Illinois,Williamson County,17199,20.14249087,-14.34372837,0.410772875,2.672999705,0.762273666,132.8086652,0.397094538,0.120777255,0.298123723,0.08750307,0,0,0.002314684,0.081568476,0.154761905,0.172413793,0.388888889,0.557401283
0,Illinois,Winnebago County,17201,33.98290203,-15.45232097,0.442520532,2.760728122,0.78729165,53.19322549,0.159046394,0.161728698,0.399207298,0.070419563,0,0,0.000138673,0.01689192,0.071428571,0.172413793,0.5,0.529820174
0,Illinois,Woodford County,17203,4.989274377,-15.3567456,0.439783463,2.670376131,0.761525487,52.71005862,0.157601737,0.200124989,0.493983795,0.030133784,0,0,0.000377685,0.024511161,0.19047619,0.275862069,0.444444444,0.570141158
0,Indiana,Adams County,18001,9.440605359,-8.050239916,0.230541189,2.403329995,0.685370508,204.7979086,0.612340549,0.2391051,0.590201382,0.161488507,0,0,0.00054892,0.055067025,0.130952381,0.137931034,0.5,0.627938406
0,Indiana,Allen County,18003,34.16601872,-9.285325535,0.265911328,2.38071131,0.678920217,170.8116407,0.51072247,0.243386381,0.600769194,0.09158219,0,0,0.000868686,0.049322784,0.154761905,0.172413793,0.5,0.611924829
0,Indiana,Bartholomew County,18005,16.32482299,-10.73013087,0.307287379,2.642789868,0.753658565,184.9597164,0.553024858,0.171106356,0.422354889,0.16220962,0,0,0.001548488,0.065642797,0.160714286,0.103448276,0.388888889,0.590384079
1,Indiana,Benton County,18007,0.375427194,-999,,-999,,-999,,-999,,,-999,,,0.039248737,0.071428571,0.103448276,0.388888889,
0,Indiana,Blackford County,18009,6.685967552,-8.591014575,0.246027787,2.408511481,0.68684814,200.7713552,0.600301256,0.261343997,0.645095348,0.080670367,0,0,0.000242684,0.055854299,0.06547619,0.137931034,0.444444444,0.59930696
0,Indiana,Boone County,18011,13.12364489,-8.863648955,0.253835437,2.484387561,0.708486129,211.663248,0.632867739,0.250943494,0.619422992,0.099423958,0,0,0.001130351,0.056079583,0.261904762,0.137931034,0.444444444,0.650407664
1,Indiana,Brown County,18013,0.375446466,-999,,-999,,-999,,-999,,,-999,,,0.043082512,0.023809524,0.103448276,0.5,
0,Indiana,Carroll County,18015,0.375722358,-9.490623468,0.27179061,2.483626773,0.708269171,144.7950879,0.432933638,0.246633822,0.6087851,0.516461621,0,0,0.000726421,0.044662085,0.130952381,0.068965517,0.5,0.664166158
0,Indiana,Cass County,18017,9.31265217,-9.680071,0.277215971,2.463816932,0.702619893,140.4493507,0.419939994,0.258622069,0.638376607,0.080468258,0,0,0.000594102,0.043442027,0.148809524,0.137931034,0.5,0.596577488
0,Indiana,Clark County,18019,29.09623005,-7.834569743,0.224364869,2.902751044,0.827793088,226.7417098,0.677951957,0.108294784,0.267312287,0.190424601,0,0,0.002866678,0.072851043,0.232142857,0.103448276,0.5,0.626869234
0,Indiana,Clay County,18021,2.718074935,-10.62912644,0.304394834,2.558089968,0.72950424,152.154246,0.454937334,0.20301734,0.501123207,0.013049784,0,0,0.002383274,0.059134079,0.017857143,0.034482759,0.388888889,0.506841615
0,Indiana,Clinton County,18023,3.926768644,-10.26565049,0.293985682,2.48041293,0.707352662,176.4952818,0.527716413,0.261147578,0.644610512,0.062402895,0,0,0.000602385,0.051433339,0.18452381,0.103448276,0.388888889,0.599726331
1,Indiana,Crawford County,18025,0.374836069,-999,,-999,,-999,,-999,,,-999,,,0.058484775,0.083333333,0.137931034,0.444444444,
0,Indiana,Daviess County,18027,2.711536889,-9.174059731,0.26272492,2.71346659,0.773813825,162.6372449,0.486281234,0.139781705,0.345033859,0.022747572,0,0,0.001384698,0.066857472,0.202380952,0.068965517,0.333333333,0.518526372
0,Indiana,Dearborn County,18029,16.27233045,-10.35853566,0.296645709,2.570919077,0.733162786,213.8478641,0.639399686,0.178686735,0.441066117,0.196361749,0,0,0.001561272,0.057173447,0.05952381,0.24137931,0.388888889,0.617970751
0,Indiana,Decatur County,18031,3.929179165,-6.182130293,0.177042633,2.586193199,0.737518589,205.0941888,0.613226419,0.221270931,0.54617994,0.056388697,0,0,0.000857169,0.068696804,0.136904762,0.103448276,0.333333333,0.561018091
0,Indiana,DeKalb County,18033,10.62698059,-8.136366642,0.233007669,2.356055003,0.671888845,148.7989372,0.444905045,0.233901764,0.577357589,0.064824308,0,0,0.001060474,0.045494607,0.053571429,0.137931034,0.5,0.552208053
0,Indiana,Delaware County,18035,27.36342216,-11.25584773,0.322342756,2.389043816,0.681296442,206.9768145,0.618855422,0.253140328,0.624845606,0.076769516,0,0,0.000632754,0.058067572,0.178571429,0.137931034,0.444444444,0.635890786
0,Indiana,Dubois County,18037,9.390078833,-9.493533548,0.271873948,2.730653998,0.77871525,173.0000012,0.517265613,0.142264136,0.351161434,0.079990568,0,0,0.002046178,0.066488058,0.154761905,0.103448276,0.388888889,0.549092902
0,Indiana,Elkhart County,18039,33.20618129,-9.712959316,0.27815782,2.42402993,0.69127362,104.2305501,0.311646699,0.23745939,0.58613915,0.119451144,0,0,0.000354279,0.038075303,0.238095238,0.172413793,0.555555556,0.605025373
0,Indiana,Fayette County,18041,10.85455195,-5.962106998,0.170741649,2.473136356,0.705277563,223.3828183,0.667908957,0.228737148,0.564609374,0.17118018,0,0,0.000332138,0.064386102,0.083333333,0.172413793,0.333333333,0.593365224
0,Indiana,Floyd County,18043,33.89806228,-6.609243113,0.189274206,2.873442128,0.819434907,227.9045443,0.681428803,0.110637609,0.273095261,0.105187782,0,0,0.004367246,0.069277517,0.041666667,0.137931034,0.444444444,0.559503333
0,Indiana,Fountain County,18045,0.37582678,-7.365837854,0.210941417,2.526024377,0.720359923,133.0127277,0.39770468,0.230157356,0.568114982,0.076186734,0,0,0.000340539,0.047599344,0.035714286,0.068965517,0.5,0.531148898
0,Indiana,Franklin County,18047,0.375174434,-12.19969762,0.349372543,2.575067323,0.734345763,208.0001031,0.621915029,0.224954953,0.555273492,0.067970926,0,0,0.001565561,0.059150982,0.071428571,0.206896552,0.388888889,0.618303594
0,Indiana,Fulton County,18049,1.620511446,-12.87229882,0.368634364,2.463060888,0.702404288,127.4544248,0.381085495,0.260546934,0.643127898,0.266893773,0,0,0.000831955,0.040632472,0.113095238,0.137931034,0.5,0.638091401
0,Indiana,Gibson County,18051,1.902859963,-7.813831988,0.223770985,2.70477086,0.771334017,150.6026481,0.450298095,0.135138769,0.333573346,0.019092336,0,0,0.001109055,0.074871816,0.196428571,0.172413793,0.333333333,0.521095611
0,Indiana,Grant County,18053,16.28976233,-7.630457874,0.218519553,2.421259882,0.69048367,194.0536697,0.580215547,0.260858053,0.643895856,0.104888757,0,0,0.000566507,0.053446536,0.19047619,0.137931034,0.5,0.631171132
0,Indiana,Greene County,18055,1.627157116,-5.373841173,0.153895008,2.589787559,0.738543612,147.4880795,0.440985614,0.155504886,0.383844587,0.084860427,0,0,0.002633004,0.057291947,0.06547619,0.068965517,0.5,0.504968659
0,Indiana,Hamilton County,18057,35.50356359,-9.468478236,0.271156419,2.444726984,0.69717591,207.7587877,0.621193502,0.250421544,0.618134625,0.102678707,0,0,0.001183232,0.05734542,0.160714286,0.103448276,0.388888889,0.611246554
0,Indiana,Hancock County,18059,27.35769596,-10.30771576,0.295190339,2.473715677,0.705442771,213.8849286,0.639510508,0.249587109,0.616074926,0.067154736,0,0,0.000537979,0.062348282,0.220238095,0.068965517,0.388888889,0.619829473
0,Indiana,Harrison County,18061,0.763007662,-4.691667329,0.134359047,2.861392472,0.815998642,222.7914662,0.666140829,0.110016538,0.271562223,0.027130693,0,0,0.003915674,0.073128555,0.142857143,0.137931034,0.444444444,0.549664957
0,Indiana,Hendricks County,18063,31.6939211,-10.15942794,0.290943701,2.484702873,0.708576048,196.1776662,0.586566243,0.229804592,0.567244226,0.075334273,0,0,0.001066017,0.058667392,0.130952381,0.068965517,0.555555556,0.615686824
0,Indiana,Henry County,18065,10.81803077,-3.176629269,0.090971685,2.444247853,0.697039273,229.3949937,0.685885209,0.268842714,0.663605006,0.033133348,0,0,0.00082627,0.061631606,0.196428571,0.137931034,0.388888889,0.597981952
0,Indiana,Howard County,18067,27.42531384,-7.956975807,0.22787031,2.467289037,0.703610051,185.033286,0.553244829,0.270153581,0.666840719,0.12164005,0,0,0.000731566,0.050524835,0.18452381,0.103448276,0.388888889,0.607080594
0,Indiana,Huntington County,18069,6.705287359,-10.00161639,0.286424325,2.404620724,0.685738592,176.9203208,0.528987269,0.248384271,0.613105868,0.092254925,0,0,0.001123299,0.049745841,0.119047619,0.137931034,0.5,0.609717285
0,Indiana,Jackson County,18071,7.381475713,-9.023745702,0.258420256,2.739477429,0.781231475,208.1198724,0.622273136,0.170510712,0.420884614,0.098393803,0,0,0.001188639,0.065372954,0.166666667,0.068965517,0.5,0.60345463
0,Indiana,Jasper County,18073,1.620594139,-10.84862823,0.310680884,2.528308711,0.721011359,84.13450826,0.251560044,0.241843965,0.596961932,0.143716773,0,0,0.000982502,0.03570724,0.196428571,0.137931034,0.5,0.585570494
0,Indiana,Jay County,18075,1.8986634,-9.169708748,0.262600317,2.410872481,0.687521439,213.2355583,0.637568907,0.254980289,0.629387323,0.027569149,0,0,0.00013625,0.057806746,0.107142857,0.137931034,0.444444444,0.605216695
0,Indiana,Jefferson County,18077,10.57840323,-11.32148476,0.324222456,2.771901597,0.790478049,228.6791071,0.683744726,0.159586085,0.393918524,0.027295816,0,0,0.000933958,0.06733148,0.202380952,0.103448276,0.388888889,0.603302131
0,Indiana,Jennings County,18079,4.979287114,-11.02077266,0.315610722,2.67566595,0.763034014,215.0668787,0.643044509,0.173689371,0.428730741,0.048010928,0,0,0.001766808,0.070760641,0.095238095,0.068965517,0.444444444,0.582460796
0,Indiana,Johnson County,18081,30.78770483,-10.2438924,0.293362578,2.522311934,0.719301226,190.9732535,0.571005181,0.211225178,0.521383241,0.059211379,0,0,0.000566354,0.062551085,0.148809524,0.068965517,0.444444444,0.584482314
0,Indiana,Knox County,18083,5.814640625,-6.920570637,0.198189942,2.708522181,0.772403801,151.3772312,0.452614079,0.141444866,0.349139166,0.178232464,0,0,0.001096011,0.067113807,0.214285714,0.034482759,0.277777778,0.514847496
0,Indiana,Kosciusko County,18085,19.62491969,-10.88189945,0.311633698,2.395164593,0.683041937,121.2629675,0.362573195,0.245419694,0.605788176,0.29202811,0,0,0.000891453,0.041543068,0.220238095,0.137931034,0.444444444,0.627062919
0,Indiana,LaGrange County,18087,0.376128857,-6.402972578,0.183367071,2.364888637,0.67440798,121.4685225,0.363187799,0.2174205,0.536675628,0.050575085,0,0,0.000923763,0.039456475,0.142857143,0.172413793,0.555555556,0.550059792
0,Indiana,Lake County,18089,36.52454545,-10.25685457,0.293733786,2.530654937,0.721680445,72.10939575,0.215605263,0.241872734,0.597032944,0.103153169,0,0,0.005284187,0.030338654,0.238095238,0.103448276,0.5,0.568052132
0,Indiana,LaPorte County,18091,19.62816929,-5.764837682,0.165092289,2.482309662,0.707893564,84.74496928,0.253385307,0.262893372,0.64891979,0.108201438,0,0,0.004790368,0.032522862,0.160714286,0.172413793,0.555555556,0.568278128
0,Indiana,Lawrence County,18093,9.446582336,-11.65495918,0.333772431,2.697523818,0.769267339,178.7675994,0.534510585,0.158521933,0.391291796,0.081502136,0,0,0.004800972,0.056009619,0.25,0.068965517,0.444444444,0.593577289
0,Indiana,Madison County,18095,30.75967318,-10.98921463,0.314706969,2.436754928,0.694902476,201.574344,0.602702172,0.255507144,0.6306878,0.069144446,0,0,0.000929025,0.057691018,0.214285714,0.206896552,0.444444444,0.654627883
0,Indiana,Marion County,18097,9.401232078,-6.978243748,0.199841573,2.47231188,0.705042443,203.2357963,0.607669873,0.223134567,0.550780096,0.126030584,0,0,0.000732956,0.059627727,0.339285714,0.068965517,0.444444444,0.627529703
0,Indiana,Marshall County,18099,6.681838892,-9.005111003,0.2578866,2.45450037,0.699963039,102.6790545,0.307007767,0.256148365,0.632270575,0.085738546,0,0,0.001582999,0.037873241,0.18452381,0.137931034,0.5,0.575415939
0,Indiana,Martin County,18101,0.37410507,-3.079754733,0.088197411,2.725138033,0.777142233,168.1122655,0.502651407,0.151685486,0.374416871,0.001077649,0,0,0.001958685,0.051688558,0.071428571,0.068965517,0.444444444,0.481803665
0,Indiana,Miami County,18103,10.56684353,-9.298768637,0.266296309,2.45341905,0.699654673,157.7586914,0.471694483,0.260784714,0.643714828,0.212544187,0,0,0.000669902,0.045556843,0.148809524,0.137931034,0.444444444,0.621238125
0,Indiana,Monroe County,18105,25.8332767,-9.549038227,0.27346348,2.591711169,0.739092178,161.2807176,0.482225252,0.170030682,0.419699719,0.029597588,0,0,0.009238102,0.049613725,0.154761905,0.103448276,0.555555556,0.5697358
0,Indiana,Montgomery County,18107,5.789273211,-7.95572287,0.227834428,2.550160623,0.727242986,165.7631986,0.495627757,0.260655208,0.643395159,0.124031233,0,0,0.00041891,0.053161856,0.172619048,0.068965517,0.444444444,0.598265222
0,Indiana,Morgan County,18109,16.22891464,-6.344070143,0.181680234,2.52197211,0.719204317,181.9531897,0.544035419,0.211633684,0.522391587,0.068614859,0,0,0.001638944,0.054387221,0.148809524,0.068965517,0.611111111,0.590800896
1,Indiana,Newton County,18111,0.37631073,-999,,-999,,-999,,-999,,,-999,,,0.035065296,0.095568783,0.068965517,0.5,
0,Indiana,Noble County,18113,3.93853196,-5.77344409,0.165338757,2.325286351,0.663114384,131.8378851,0.39419193,0.240692108,0.594118713,0.196215195,0,0,0.001207948,0.041446358,0.107142857,0.137931034,0.555555556,0.577739045
1,Indiana,Ohio County,18115,0.374704779,-999,,-999,,-999,,-999,,,-999,,,0.055525129,0.053571429,0.206896552,0.333333333,
0,Indiana,Orange County,18117,0.37413612,-10.10523431,0.289391714,2.792210633,0.796269686,179.096145,0.535492928,0.159274034,0.393148264,0.099478351,0,0,0.004981407,0.059408112,0.113095238,0.137931034,0.444444444,0.581254201
1,Indiana,Owen County,18119,0.377075394,-999,,-999,,-999,,-999,,,-999,,,0.053862841,0.071428571,0.068965517,0.5,
0,Indiana,Parke County,18121,1.62337454,-10.64440887,0.30483249,2.585708929,0.737380487,152.3310637,0.455466014,0.198792549,0.490694832,0.003053984,0,0,0.000471965,0.05044059,0.035714286,0.034482759,0.5,0.528440486
0,Indiana,Perry County,18123,1.897032967,-5.917975588,0.169477822,2.845897242,0.811579784,221.3373551,0.661793074,0.114266446,0.282052595,0.310036907,0,0,0.002061652,0.061516183,0.113095238,0.103448276,0.388888889,0.58738488
1,Indiana,Pike County,18125,0.375230129,-999,,-999,,-999,,-999,,,-999,,,0.069827099,0.226190476,0.172413793,0.388888889,
